analytics_id,machine_id,log_timestamp,fuel_efficiency_score,engine_stability_score,utilization_ratio,wear_and_tear_index,safety_score,downtime_risk_pct
4042,45,2025-08-19T00:00:00Z,92.95,85.75,12.44,43,72,0.08
4043,45,2025-08-20T00:00:00Z,100.0,100.0,69.74,30,100,0.0
4044,45,2025-08-21T00:00:00Z,81.25,0.0,35.43,59,9,73.64
4045,45,2025-08-22T00:00:00Z,82.39,29.84,35.07,57,32,18.35
4046,45,2025-08-23T00:00:00Z,81.95,0.0,34.72,91,36,82.67
4047,45,2025-08-24T00:00:00Z,81.25,21.11,34.65,75,6,78.47
4048,45,2025-08-25T00:00:00Z,81.39,10.73,34.72,82,5,89.76
4049,45,2025-08-26T00:00:00Z,79.89,0.0,34.24,76,6,90.6
4050,45,2025-08-27T00:00:00Z,97.63,79.16,28.57,32,88,0.02
4051,46,2025-05-30T00:00:00Z,100.0,100.0,71.4,35,96,0.01
4052,46,2025-05-31T00:00:00Z,86.36,80.7,54.38,32,96,0.02
4053,46,2025-06-01T00:00:00Z,100.0,81.75,68.5,32,96,0.01
4054,46,2025-06-02T00:00:00Z,100.0,95.39,53.18,32,95,0.01
4055,46,2025-06-03T00:00:00Z,92.64,88.89,64.38,32,100,0.01
4056,46,2025-06-04T00:00:00Z,100.0,100.0,63.03,38,100,0.01
4057,46,2025-06-05T00:00:00Z,100.0,99.9,63.92,32,100,0.0
4058,46,2025-06-06T00:00:00Z,95.86,84.47,60.4,32,98,0.01
4059,46,2025-06-07T00:00:00Z,91.82,71.66,59.34,32,100,0.02
4060,46,2025-06-08T00:00:00Z,100.0,100.0,61.28,35,100,0.01
4061,46,2025-06-09T00:00:00Z,95.27,96.12,55.98,35,100,0.01
4062,46,2025-06-10T00:00:00Z,97.06,92.26,75.41,35,100,0.01
4063,46,2025-06-11T00:00:00Z,100.0,82.8,54.22,32,100,0.01
4064,46,2025-06-12T00:00:00Z,80.0,72.68,70.14,41,100,0.06
4065,46,2025-06-13T00:00:00Z,82.44,100.0,61.66,32,100,0.01
4066,46,2025-06-14T00:00:00Z,83.03,92.58,69.77,38,98,0.02
4067,46,2025-06-15T00:00:00Z,100.0,78.63,73.04,35,100,0.01
4068,46,2025-06-16T00:00:00Z,91.05,55.0,61.52,32,100,0.04
4069,46,2025-06-17T00:00:00Z,76.9,100.0,73.87,32,100,0.01
4070,46,2025-06-18T00:00:00Z,76.99,100.0,52.86,35,98,0.02
4071,46,2025-06-19T00:00:00Z,100.0,75.55,66.69,32,94,0.02
4072,46,2025-06-20T00:00:00Z,98.47,86.26,68.45,35,96,0.01
4073,46,2025-06-21T00:00:00Z,100.0,92.98,76.34,32,98,0.01
4074,46,2025-06-22T00:00:00Z,100.0,100.0,52.83,35,100,0.01
4075,46,2025-06-23T00:00:00Z,98.19,91.14,66.62,38,100,0.01
4076,46,2025-06-24T00:00:00Z,100.0,91.42,72.96,32,100,0.01
4077,46,2025-06-25T00:00:00Z,91.16,100.0,58.77,32,98,0.01
4078,46,2025-06-26T00:00:00Z,100.0,94.76,53.96,35,100,0.01
4079,46,2025-06-27T00:00:00Z,80.0,92.54,53.29,38,100,0.02
4080,46,2025-06-28T00:00:00Z,87.86,70.22,54.37,35,98,0.03
4081,46,2025-06-29T00:00:00Z,100.0,89.87,56.83,35,100,0.01
4082,46,2025-06-30T00:00:00Z,92.04,68.62,69.17,35,98,0.03
4083,46,2025-07-01T00:00:00Z,96.72,87.16,65.26,35,98,0.01
4084,46,2025-07-02T00:00:00Z,85.82,79.91,74.01,38,98,0.03
4085,46,2025-07-03T00:00:00Z,100.0,100.0,72.63,32,100,0.0
4086,46,2025-07-04T00:00:00Z,89.82,85.8,54.75,35,100,0.01
4087,46,2025-07-05T00:00:00Z,100.0,67.25,63.37,32,100,0.02
4088,46,2025-07-06T00:00:00Z,100.0,100.0,59.77,32,100,0.0
4089,46,2025-07-07T00:00:00Z,100.0,100.0,69.65,35,100,0.01
4090,46,2025-07-08T00:00:00Z,91.57,92.37,75.53,32,98,0.01
4091,46,2025-07-09T00:00:00Z,90.94,100.0,60.48,35,100,0.01
4092,46,2025-07-10T00:00:00Z,93.09,85.49,60.2,35,98,0.01
4093,46,2025-07-11T00:00:00Z,95.43,60.96,74.22,32,98,0.03
4094,46,2025-07-12T00:00:00Z,87.23,83.65,52.68,32,100,0.02
4095,46,2025-07-13T00:00:00Z,82.69,95.82,75.53,35,100,0.01
4096,46,2025-07-14T00:00:00Z,98.06,86.78,54.64,32,98,0.01
4097,46,2025-07-15T00:00:00Z,95.63,84.11,75.04,32,100,0.01
4098,46,2025-07-16T00:00:00Z,99.52,88.88,60.17,35,100,0.01
4099,46,2025-07-17T00:00:00Z,95.9,60.88,57.04,35,100,0.03
4100,46,2025-07-18T00:00:00Z,93.14,91.53,66.79,38,92,0.02
4101,46,2025-07-19T00:00:00Z,84.84,80.53,60.79,32,100,0.02
4102,46,2025-07-20T00:00:00Z,100.0,100.0,54.17,34,100,0.0
4103,46,2025-07-21T00:00:00Z,100.0,100.0,53.57,32,100,0.0
4104,46,2025-07-22T00:00:00Z,100.0,100.0,54.65,35,98,0.01
4105,46,2025-07-23T00:00:00Z,96.27,79.61,55.0,41,98,0.02
4106,46,2025-07-24T00:00:00Z,87.14,80.14,75.5,35,100,0.02
4107,46,2025-07-25T00:00:00Z,100.0,81.45,61.31,32,100,0.01
4108,46,2025-07-26T00:00:00Z,88.55,99.07,58.51,35,100,0.01
4109,46,2025-07-27T00:00:00Z,86.09,77.01,52.91,32,95,0.03
4110,46,2025-07-28T00:00:00Z,100.0,99.65,71.81,32,94,0.01
4111,46,2025-07-29T00:00:00Z,84.96,0.0,30.76,100,1,97.59
4112,46,2025-07-30T00:00:00Z,88.43,0.05,12.06,70,49,33.77
4113,46,2025-07-31T00:00:00Z,78.62,0.0,25.76,100,0,98.32
4114,46,2025-08-01T00:00:00Z,77.8,0.0,25.49,100,28,93.76
4115,46,2025-08-02T00:00:00Z,78.04,0.0,22.36,100,30,93.07
4116,46,2025-08-03T00:00:00Z,77.03,0.0,22.43,100,0,98.45
4117,46,2025-08-04T00:00:00Z,78.19,0.0,25.69,100,0,98.35
4118,46,2025-08-05T00:00:00Z,84.43,0.0,29.5,100,7,96.86
4119,46,2025-08-06T00:00:00Z,83.44,61.12,55.29,32,100,0.05
4120,46,2025-08-07T00:00:00Z,89.5,100.0,60.88,32,100,0.01
4121,46,2025-08-08T00:00:00Z,78.19,0.0,25.28,100,29,93.34
4122,46,2025-08-09T00:00:00Z,77.3,0.0,20.62,100,5,97.99
4123,46,2025-08-10T00:00:00Z,78.28,0.0,21.25,100,13,96.88
4124,46,2025-08-11T00:00:00Z,78.66,0.0,25.35,100,0,98.32
4125,46,2025-08-12T00:00:00Z,77.14,0.0,25.49,100,0,98.44
4126,46,2025-08-13T00:00:00Z,79.31,0.0,26.04,100,12,96.88
4127,46,2025-08-14T00:00:00Z,78.06,0.0,25.28,100,0,98.37
4128,46,2025-08-15T00:00:00Z,78.25,0.0,25.9,100,6,97.79
4129,46,2025-08-16T00:00:00Z,77.25,0.0,22.29,100,36,91.19
4130,46,2025-08-17T00:00:00Z,78.8,0.0,22.29,100,0,98.3
4131,46,2025-08-18T00:00:00Z,86.3,86.37,76.06,32,100,0.01
4132,46,2025-08-19T00:00:00Z,97.06,66.37,12.0,41,94,0.04
4133,46,2025-08-20T00:00:00Z,78.15,0.0,25.76,100,0,98.36
4134,46,2025-08-21T00:00:00Z,81.9,0.0,27.36,98,0,97.78
4135,46,2025-08-22T00:00:00Z,84.89,91.87,60.13,32,100,0.01
4136,46,2025-08-23T00:00:00Z,100.0,95.33,59.92,38,100,0.01
4137,46,2025-08-24T00:00:00Z,81.38,0.0,22.85,100,3,97.77
4138,46,2025-08-25T00:00:00Z,77.46,0.0,25.56,100,13,97.0
4139,46,2025-08-26T00:00:00Z,78.65,0.0,25.07,100,0,98.32
4140,46,2025-08-27T00:00:00Z,78.5,0.0,25.56,100,0,98.33
4141,47,2025-05-30T00:00:00Z,100.0,99.23,75.48,39,100,0.01
4142,47,2025-05-31T00:00:00Z,100.0,88.78,59.61,51,98,0.02
4143,47,2025-06-01T00:00:00Z,93.42,85.04,64.21,36,96,0.02
4144,47,2025-06-02T00:00:00Z,100.0,97.93,64.05,39,100,0.01
4145,47,2025-06-03T00:00:00Z,88.1,80.5,72.21,36,100,0.02
4146,47,2025-06-04T00:00:00Z,100.0,83.15,71.89,39,100,0.01
4147,47,2025-06-05T00:00:00Z,88.01,100.0,70.51,39,98,0.01
4148,47,2025-06-06T00:00:00Z,93.44,100.0,67.84,36,100,0.01
4149,47,2025-06-07T00:00:00Z,96.07,98.42,71.33,36,100,0.01
4150,47,2025-06-08T00:00:00Z,100.0,70.61,55.21,36,95,0.02
4151,47,2025-06-09T00:00:00Z,100.0,62.31,62.98,39,98,0.03
4152,47,2025-06-10T00:00:00Z,100.0,79.14,63.09,42,100,0.02
4153,47,2025-06-11T00:00:00Z,98.44,89.74,53.58,36,98,0.01
4154,47,2025-06-12T00:00:00Z,100.0,79.29,61.57,39,100,0.01
4155,47,2025-06-13T00:00:00Z,96.46,78.26,60.65,51,100,0.04
4156,47,2025-06-14T00:00:00Z,72.52,72.24,55.49,39,98,0.08
4157,47,2025-06-15T00:00:00Z,95.53,79.28,54.08,36,100,0.02
4158,47,2025-06-16T00:00:00Z,93.83,85.05,69.99,39,100,0.02
4159,47,2025-06-17T00:00:00Z,97.8,99.22,69.14,36,100,0.01
4160,47,2025-06-18T00:00:00Z,87.43,100.0,54.29,36,98,0.01
4161,47,2025-06-19T00:00:00Z,78.25,61.89,55.39,36,98,0.08
4162,47,2025-06-20T00:00:00Z,97.35,100.0,54.68,36,100,0.01
4163,47,2025-06-21T00:00:00Z,89.17,84.88,59.39,39,100,0.02
4164,47,2025-06-22T00:00:00Z,100.0,100.0,73.21,36,98,0.01
4165,47,2025-06-23T00:00:00Z,100.0,95.87,61.24,36,98,0.01
4166,47,2025-06-24T00:00:00Z,91.71,100.0,56.13,39,100,0.01
4167,47,2025-06-25T00:00:00Z,96.22,89.92,62.93,36,98,0.01
4168,47,2025-06-26T00:00:00Z,100.0,87.74,53.59,36,100,0.01
4169,47,2025-06-27T00:00:00Z,95.77,98.86,58.57,36,98,0.01
4170,47,2025-06-28T00:00:00Z,97.97,88.42,52.87,38,98,0.01
4171,47,2025-06-29T00:00:00Z,99.5,100.0,70.01,45,98,0.01
4172,47,2025-06-30T00:00:00Z,96.42,75.7,62.63,39,100,0.02
4173,47,2025-07-01T00:00:00Z,100.0,94.28,75.24,39,98,0.01
4174,47,2025-07-02T00:00:00Z,98.2,80.43,66.4,36,100,0.01
4175,47,2025-07-03T00:00:00Z,100.0,94.36,61.87,39,98,0.01
4176,47,2025-07-04T00:00:00Z,81.99,87.35,53.91,36,100,0.02
4177,47,2025-07-05T00:00:00Z,92.87,84.81,56.97,36,100,0.01
4178,47,2025-07-06T00:00:00Z,100.0,87.42,52.86,36,98,0.01
4179,47,2025-07-07T00:00:00Z,72.76,81.62,57.03,39,96,0.06
4180,47,2025-07-08T00:00:00Z,95.67,63.92,62.33,39,93,0.05
4181,47,2025-07-09T00:00:00Z,92.88,78.47,65.57,36,100,0.02
4182,47,2025-07-10T00:00:00Z,87.12,100.0,75.1,36,100,0.01
4183,47,2025-07-11T00:00:00Z,87.63,70.59,72.16,36,100,0.03
4184,47,2025-07-12T00:00:00Z,90.26,78.61,57.15,39,100,0.02
4185,47,2025-07-13T00:00:00Z,92.65,78.29,67.73,36,100,0.02
4186,47,2025-07-14T00:00:00Z,90.36,76.92,63.7,36,100,0.02
4187,47,2025-07-15T00:00:00Z,100.0,69.16,73.85,42,98,0.03
4188,47,2025-07-16T00:00:00Z,78.7,78.37,55.92,39,96,0.05
4189,47,2025-07-17T00:00:00Z,81.75,73.87,54.19,42,98,0.06
4190,47,2025-07-18T00:00:00Z,100.0,74.35,74.42,39,100,0.02
4191,47,2025-07-19T00:00:00Z,86.27,100.0,70.77,38,100,0.01
4192,47,2025-07-20T00:00:00Z,79.66,70.9,71.16,39,100,0.06
4193,47,2025-07-21T00:00:00Z,97.76,100.0,68.16,36,98,0.01
4194,47,2025-07-22T00:00:00Z,89.93,94.98,58.02,36,100,0.01
4195,47,2025-07-23T00:00:00Z,84.07,86.59,64.19,39,96,0.03
4196,47,2025-07-24T00:00:00Z,96.98,92.8,53.11,42,100,0.01
4197,47,2025-07-25T00:00:00Z,100.0,99.33,70.81,36,98,0.01
4198,47,2025-07-26T00:00:00Z,100.0,77.55,68.39,36,92,0.02
4199,47,2025-07-27T00:00:00Z,97.21,86.6,53.49,36,94,0.01
4200,47,2025-07-28T00:00:00Z,100.0,89.14,55.46,36,100,0.01
4201,47,2025-07-29T00:00:00Z,96.35,50.88,41.4,56,77,0.48
4202,47,2025-07-30T00:00:00Z,82.17,0.0,34.72,100,0,98.0
4203,47,2025-07-31T00:00:00Z,81.21,0.0,35.42,100,0,98.09
4204,47,2025-08-01T00:00:00Z,79.02,0.0,34.51,100,0,98.29
4205,47,2025-08-02T00:00:00Z,80.25,0.0,34.58,100,0,98.18
4206,47,2025-08-03T00:00:00Z,80.5,0.0,34.51,100,0,98.16
4207,47,2025-08-04T00:00:00Z,84.92,0.0,32.73,100,0,97.71
4208,47,2025-08-05T00:00:00Z,97.14,38.59,33.33,56,88,0.43
4209,47,2025-08-06T00:00:00Z,81.94,0.0,33.82,100,0,98.02
4210,47,2025-08-07T00:00:00Z,80.43,0.0,33.96,100,0,98.16
4211,47,2025-08-08T00:00:00Z,82.11,0.0,35.21,100,0,98.0
4212,47,2025-08-09T00:00:00Z,80.93,0.0,34.86,100,25,93.72
4213,47,2025-08-10T00:00:00Z,82.54,0.0,36.04,100,0,97.96
4214,47,2025-08-11T00:00:00Z,80.33,0.0,34.65,100,19,95.41
4215,47,2025-08-12T00:00:00Z,80.46,0.0,34.86,100,0,98.16
4216,47,2025-08-13T00:00:00Z,82.21,0.0,34.93,100,0,98.0
4217,47,2025-08-14T00:00:00Z,78.72,0.0,33.82,100,2,98.14
4218,47,2025-08-15T00:00:00Z,80.8,0.0,33.89,100,0,98.13
4219,47,2025-08-16T00:00:00Z,83.69,0.0,33.97,100,6,97.11
4220,47,2025-08-17T00:00:00Z,100.0,67.58,67.51,42,100,0.03
4221,47,2025-08-18T00:00:00Z,87.38,0.0,34.54,100,32,88.4
4222,47,2025-08-19T00:00:00Z,82.4,0.0,35.0,100,0,97.98
4223,47,2025-08-20T00:00:00Z,93.39,3.34,33.52,84,46,48.43
4224,47,2025-08-21T00:00:00Z,85.76,0.0,35.5,100,5,96.96
4225,47,2025-08-22T00:00:00Z,81.84,0.0,34.58,100,0,98.03
4226,47,2025-08-23T00:00:00Z,80.63,0.0,34.51,100,0,98.15
4227,47,2025-08-24T00:00:00Z,81.62,0.0,34.58,100,0,98.05
4228,47,2025-08-25T00:00:00Z,81.23,0.0,34.24,100,0,98.09
4229,47,2025-08-26T00:00:00Z,81.72,0.0,34.93,100,0,98.04
4230,47,2025-08-27T00:00:00Z,82.56,0.0,34.31,100,3,97.64
4231,48,2025-05-30T00:00:00Z,73.4,69.98,57.44,30,100,0.05
4232,48,2025-05-31T00:00:00Z,88.36,100.0,67.14,30,100,0.01
4233,48,2025-06-01T00:00:00Z,100.0,96.7,61.35,30,98,0.0
4234,48,2025-06-02T00:00:00Z,80.08,85.96,58.68,33,100,0.02
4235,48,2025-06-03T00:00:00Z,89.82,100.0,62.26,30,100,0.01
4236,48,2025-06-04T00:00:00Z,100.0,100.0,69.17,30,96,0.0
4237,48,2025-06-05T00:00:00Z,82.93,100.0,53.58,30,100,0.01
4238,48,2025-06-06T00:00:00Z,95.81,100.0,53.73,30,100,0.0
4239,48,2025-06-07T00:00:00Z,100.0,98.26,64.95,30,100,0.0
4240,48,2025-06-08T00:00:00Z,86.64,100.0,71.85,30,100,0.01
4241,48,2025-06-09T00:00:00Z,97.38,100.0,53.6,30,100,0.0
4242,48,2025-06-10T00:00:00Z,94.66,100.0,72.83,32,98,0.01
4243,48,2025-06-11T00:00:00Z,97.18,100.0,52.95,30,98,0.0
4244,48,2025-06-12T00:00:00Z,94.72,95.29,53.51,30,100,0.01
4245,48,2025-06-13T00:00:00Z,100.0,100.0,62.47,32,98,0.0
4246,48,2025-06-14T00:00:00Z,100.0,59.39,73.92,36,100,0.03
4247,48,2025-06-15T00:00:00Z,86.17,94.99,58.33,30,100,0.01
4248,48,2025-06-16T00:00:00Z,100.0,73.95,61.18,30,100,0.01
4249,48,2025-06-17T00:00:00Z,91.21,100.0,67.64,35,100,0.01
4250,48,2025-06-18T00:00:00Z,81.71,100.0,60.51,30,100,0.01
4251,48,2025-06-19T00:00:00Z,93.36,78.87,71.51,30,100,0.01
4252,48,2025-06-20T00:00:00Z,81.65,77.93,71.55,30,100,0.02
4253,48,2025-06-21T00:00:00Z,93.86,93.57,61.49,30,100,0.01
4254,48,2025-06-22T00:00:00Z,99.97,100.0,56.93,33,100,0.0
4255,48,2025-06-23T00:00:00Z,97.42,81.34,61.87,30,95,0.01
4256,48,2025-06-24T00:00:00Z,99.89,94.58,53.9,30,100,0.0
4257,48,2025-06-25T00:00:00Z,99.22,90.68,60.93,30,100,0.01
4258,48,2025-06-26T00:00:00Z,85.11,88.63,60.85,33,100,0.01
4259,48,2025-06-27T00:00:00Z,90.53,84.86,70.19,30,100,0.01
4260,48,2025-06-28T00:00:00Z,95.72,95.24,61.51,30,100,0.01
4261,48,2025-06-29T00:00:00Z,88.6,100.0,63.48,30,100,0.01
4262,48,2025-06-30T00:00:00Z,88.4,67.19,55.29,36,95,0.05
4263,48,2025-07-01T00:00:00Z,94.93,99.3,53.29,30,100,0.0
4264,48,2025-07-02T00:00:00Z,82.08,98.57,54.08,30,100,0.01
4265,48,2025-07-03T00:00:00Z,96.82,100.0,70.92,30,100,0.0
4266,48,2025-07-04T00:00:00Z,79.55,95.37,53.29,30,100,0.01
4267,48,2025-07-05T00:00:00Z,88.54,84.74,66.27,32,96,0.02
4268,48,2025-07-06T00:00:00Z,100.0,89.52,59.12,33,95,0.01
4269,48,2025-07-07T00:00:00Z,88.61,79.95,59.88,30,100,0.01
4270,48,2025-07-08T00:00:00Z,87.0,66.98,62.13,30,95,0.03
4271,48,2025-07-09T00:00:00Z,92.85,100.0,63.2,30,100,0.01
4272,48,2025-07-10T00:00:00Z,100.0,100.0,58.62,30,100,0.0
4273,48,2025-07-11T00:00:00Z,84.77,100.0,57.46,30,100,0.01
4274,48,2025-07-12T00:00:00Z,100.0,96.74,55.03,30,100,0.0
4275,48,2025-07-13T00:00:00Z,98.99,100.0,59.74,33,98,0.01
4276,48,2025-07-14T00:00:00Z,100.0,91.84,54.46,30,100,0.01
4277,48,2025-07-15T00:00:00Z,95.02,83.97,73.85,30,100,0.01
4278,48,2025-07-16T00:00:00Z,100.0,100.0,55.08,33,100,0.0
4279,48,2025-07-17T00:00:00Z,100.0,78.54,66.64,30,100,0.01
4280,48,2025-07-18T00:00:00Z,92.5,100.0,56.52,30,100,0.01
4281,48,2025-07-19T00:00:00Z,99.37,97.12,61.08,30,100,0.0
4282,48,2025-07-20T00:00:00Z,90.48,75.56,55.65,30,100,0.02
4283,48,2025-07-21T00:00:00Z,90.06,100.0,67.49,30,100,0.01
4284,48,2025-07-22T00:00:00Z,100.0,76.62,60.55,33,100,0.01
4285,48,2025-07-23T00:00:00Z,87.9,90.64,59.7,30,100,0.01
4286,48,2025-07-24T00:00:00Z,96.37,100.0,66.41,33,100,0.01
4287,48,2025-07-25T00:00:00Z,100.0,100.0,53.48,30,100,0.0
4288,48,2025-07-26T00:00:00Z,96.9,88.39,69.77,30,100,0.01
4289,48,2025-07-27T00:00:00Z,100.0,100.0,60.92,32,100,0.0
4290,48,2025-07-28T00:00:00Z,89.71,91.21,56.51,30,100,0.01
4291,48,2025-07-29T00:00:00Z,85.57,20.14,37.33,53,44,10.87
4292,48,2025-07-30T00:00:00Z,80.21,0.0,35.21,78,58,44.26
4293,48,2025-07-31T00:00:00Z,81.93,0.0,35.56,60,3,79.47
4294,48,2025-08-01T00:00:00Z,81.44,0.0,34.65,93,33,86.5
4295,48,2025-08-02T00:00:00Z,91.38,68.9,35.15,54,57,0.71
4296,48,2025-08-03T00:00:00Z,100.0,96.17,70.99,30,100,0.0
4297,48,2025-08-04T00:00:00Z,96.99,71.6,39.49,35,76,0.06
4298,48,2025-08-05T00:00:00Z,82.3,14.14,35.14,53,30,26.89
4299,48,2025-08-06T00:00:00Z,81.22,7.04,35.07,62,28,49.44
4300,48,2025-08-07T00:00:00Z,80.59,31.51,35.35,47,30,12.24
4301,48,2025-08-08T00:00:00Z,82.06,50.09,35.14,92,40,35.74
4302,48,2025-08-09T00:00:00Z,82.39,29.62,35.56,82,31,51.64
4303,48,2025-08-10T00:00:00Z,86.35,68.44,32.0,67,60,1.74
4304,48,2025-08-11T00:00:00Z,88.36,87.35,66.65,30,100,0.01
4305,48,2025-08-12T00:00:00Z,83.68,14.28,34.87,64,38,30.68
4306,48,2025-08-13T00:00:00Z,79.61,14.4,35.07,71,33,51.34
4307,48,2025-08-14T00:00:00Z,81.09,0.0,34.1,74,36,64.24
4308,48,2025-08-15T00:00:00Z,80.82,0.0,35.0,67,29,62.92
4309,48,2025-08-16T00:00:00Z,80.29,19.85,33.61,82,1,88.71
4310,48,2025-08-17T00:00:00Z,80.16,14.74,34.03,75,27,63.46
4311,48,2025-08-18T00:00:00Z,82.72,0.0,34.31,64,30,55.08
4312,48,2025-08-19T00:00:00Z,80.83,0.0,34.1,70,0,89.65
4313,48,2025-08-20T00:00:00Z,98.67,80.54,27.41,35,96,0.01
4314,48,2025-08-21T00:00:00Z,83.04,6.23,35.53,78,30,68.54
4315,48,2025-08-22T00:00:00Z,80.91,0.0,34.51,53,9,66.48
4316,48,2025-08-23T00:00:00Z,81.99,13.24,35.07,90,69,33.65
4317,48,2025-08-24T00:00:00Z,80.7,22.58,33.96,77,35,48.3
4318,48,2025-08-25T00:00:00Z,80.57,0.0,35.07,62,21,65.51
4319,48,2025-08-26T00:00:00Z,81.18,27.65,35.0,60,44,14.61
4320,48,2025-08-27T00:00:00Z,80.58,0.0,35.21,70,12,82.79
4321,49,2025-05-30T00:00:00Z,100.0,100.0,58.65,30,100,0.0
4322,49,2025-05-31T00:00:00Z,98.72,100.0,61.87,30,100,0.0
4323,49,2025-06-01T00:00:00Z,98.67,100.0,65.41,30,100,0.0
4324,49,2025-06-02T00:00:00Z,95.17,97.68,57.65,32,100,0.01
4325,49,2025-06-03T00:00:00Z,87.84,93.08,55.18,30,100,0.01
4326,49,2025-06-04T00:00:00Z,100.0,79.36,73.65,30,100,0.01
4327,49,2025-06-05T00:00:00Z,85.31,89.95,52.69,30,100,0.01
4328,49,2025-06-06T00:00:00Z,100.0,89.99,61.64,30,100,0.01
4329,49,2025-06-07T00:00:00Z,100.0,100.0,65.61,30,100,0.0
4330,49,2025-06-08T00:00:00Z,93.23,80.33,66.95,33,100,0.01
4331,49,2025-06-09T00:00:00Z,85.86,77.56,55.15,30,100,0.02
4332,49,2025-06-10T00:00:00Z,94.77,85.74,64.76,33,96,0.01
4333,49,2025-06-11T00:00:00Z,88.99,100.0,72.47,30,100,0.01
4334,49,2025-06-12T00:00:00Z,87.08,100.0,60.99,30,100,0.01
4335,49,2025-06-13T00:00:00Z,92.89,94.7,53.83,30,100,0.01
4336,49,2025-06-14T00:00:00Z,79.9,80.48,62.31,30,100,0.02
4337,49,2025-06-15T00:00:00Z,100.0,95.6,53.83,30,100,0.0
4338,49,2025-06-16T00:00:00Z,93.16,100.0,74.75,30,100,0.01
4339,49,2025-06-17T00:00:00Z,100.0,100.0,62.15,30,100,0.0
4340,49,2025-06-18T00:00:00Z,85.38,76.63,69.93,30,100,0.02
4341,49,2025-06-19T00:00:00Z,96.8,98.17,55.92,30,98,0.01
4342,49,2025-06-20T00:00:00Z,98.69,100.0,75.97,30,100,0.0
4343,49,2025-06-21T00:00:00Z,85.24,90.42,55.72,30,100,0.01
4344,49,2025-06-22T00:00:00Z,88.63,64.12,55.52,30,100,0.03
4345,49,2025-06-23T00:00:00Z,97.38,100.0,70.95,30,95,0.01
4346,49,2025-06-24T00:00:00Z,90.9,100.0,61.29,30,100,0.01
4347,49,2025-06-25T00:00:00Z,92.21,100.0,63.75,30,100,0.01
4348,49,2025-06-26T00:00:00Z,94.65,100.0,56.93,30,100,0.0
4349,49,2025-06-27T00:00:00Z,100.0,81.11,65.57,30,100,0.01
4350,49,2025-06-28T00:00:00Z,90.44,100.0,59.79,30,98,0.01
4351,49,2025-06-29T00:00:00Z,88.94,100.0,59.86,30,95,0.01
4352,49,2025-06-30T00:00:00Z,93.84,100.0,64.57,33,94,0.01
4353,49,2025-07-01T00:00:00Z,93.42,100.0,65.61,30,100,0.01
4354,49,2025-07-02T00:00:00Z,93.18,85.9,63.35,30,100,0.01
4355,49,2025-07-03T00:00:00Z,86.73,70.94,74.16,30,100,0.02
4356,49,2025-07-04T00:00:00Z,96.91,100.0,60.41,30,100,0.0
4357,49,2025-07-05T00:00:00Z,90.08,100.0,63.93,30,100,0.01
4358,49,2025-07-06T00:00:00Z,100.0,100.0,55.9,30,100,0.0
4359,49,2025-07-07T00:00:00Z,88.36,100.0,58.73,30,98,0.01
4360,49,2025-07-08T00:00:00Z,91.09,100.0,56.37,30,100,0.01
4361,49,2025-07-09T00:00:00Z,83.24,79.44,54.94,30,100,0.02
4362,49,2025-07-10T00:00:00Z,78.27,100.0,63.47,30,100,0.01
4363,49,2025-07-11T00:00:00Z,96.53,92.99,76.62,33,100,0.01
4364,49,2025-07-12T00:00:00Z,62.03,100.0,55.97,30,91,0.04
4365,49,2025-07-13T00:00:00Z,99.18,93.6,66.9,30,98,0.01
4366,49,2025-07-14T00:00:00Z,92.96,91.26,73.72,32,100,0.01
4367,49,2025-07-15T00:00:00Z,99.36,100.0,75.72,30,100,0.0
4368,49,2025-07-16T00:00:00Z,100.0,72.92,64.27,30,100,0.01
4369,49,2025-07-17T00:00:00Z,90.23,99.62,74.91,30,98,0.01
4370,49,2025-07-18T00:00:00Z,89.18,100.0,64.45,30,95,0.01
4371,49,2025-07-19T00:00:00Z,100.0,100.0,61.52,30,100,0.0
4372,49,2025-07-20T00:00:00Z,94.35,95.83,64.72,30,100,0.01
4373,49,2025-07-21T00:00:00Z,84.1,86.45,56.82,30,98,0.02
4374,49,2025-07-22T00:00:00Z,100.0,100.0,62.57,33,100,0.0
4375,49,2025-07-23T00:00:00Z,84.66,100.0,54.83,30,100,0.01
4376,49,2025-07-24T00:00:00Z,86.06,76.06,63.05,30,100,0.02
4377,49,2025-07-25T00:00:00Z,98.81,87.72,68.93,30,100,0.01
4378,49,2025-07-26T00:00:00Z,95.12,100.0,65.9,30,100,0.0
4379,49,2025-07-27T00:00:00Z,91.04,99.19,53.91,33,100,0.01
4380,49,2025-07-28T00:00:00Z,100.0,76.22,68.49,30,100,0.01
4381,49,2025-07-29T00:00:00Z,85.95,25.6,36.67,58,51,8.38
4382,49,2025-07-30T00:00:00Z,87.82,66.15,33.53,60,59,1.23
4383,49,2025-07-31T00:00:00Z,100.0,100.0,27.5,30,83,0.01
4384,49,2025-08-01T00:00:00Z,81.64,16.56,34.44,65,18,56.35
4385,49,2025-08-02T00:00:00Z,83.71,40.75,36.29,68,32,20.83
4386,49,2025-08-03T00:00:00Z,84.97,85.26,53.15,30,100,0.01
4387,49,2025-08-04T00:00:00Z,91.74,21.39,36.11,54,49,6.58
4388,49,2025-08-05T00:00:00Z,80.5,0.0,34.24,77,18,84.49
4389,49,2025-08-06T00:00:00Z,81.03,0.0,34.93,62,8,78.05
