reading_id,machine_id,timestamp,avg_fuel_consumption_rate,idle_fuel_consumption_pct,rpm_variance,coolant_temp_anomalies,productive_time_mins,idle_time_mins,vibration_anomalies,overload_cycles,over_speed_events,tire_pressure_deviations,error_code_frequency,battery_low_voltage_events,anomaly_score,is_anomaly
500784,57,2025-08-28 02:09:00+00:00,8.154,3.32,49.16,0,15,0,0,0,12,17,0,0,0.6350649732404785,1
501285,131,2025-08-28 02:09:00+00:00,10.293,8.09,84.09,0,15,0,0,0,9,18,0,0,0.6408018656056572,1
500183,19,2025-08-28 02:12:00+00:00,19.483,5.89,57.0,0,15,0,0,0,8,19,0,0,0.6517235071440461,1
500684,55,2025-08-28 02:12:00+00:00,9.236,9.1,15.31,0,15,0,0,0,10,7,0,0,0.6484872822209707,1
501185,129,2025-08-28 02:12:00+00:00,7.944,6.08,14.99,0,15,0,0,0,20,10,1,0,0.6999407511099062,1
500083,13,2025-08-28 02:15:00+00:00,15.605,4.69,45.5,0,15,0,0,0,15,8,0,0,0.6492709387842595,1
500584,43,2025-08-28 02:15:00+00:00,8.802,5.89,43.56,0,15,0,0,0,8,11,0,0,0.6359508964685332,1
501085,98,2025-08-28 02:15:00+00:00,11.111,6.11,49.62,0,15,0,1,0,13,8,0,0,0.6649483651087758,1
500484,32,2025-08-28 02:18:00+00:00,12.495,4.96,56.95,0,15,0,0,1,22,9,0,0,0.6378065488653836,1
500985,93,2025-08-28 02:18:00+00:00,18.369,4.55,63.26,0,15,0,0,0,17,9,0,0,0.6536451852405782,1
501486,149,2025-08-28 02:18:00+00:00,5.797,25.45,65.2,1,2,13,0,0,0,0,0,0,0.428285391523178,0
500384,21,2025-08-28 02:21:00+00:00,12.527,6.67,59.02,0,15,0,0,0,19,18,0,0,0.6382061976545323,1
500885,67,2025-08-28 02:21:00+00:00,18.215,8.97,56.41,0,15,0,0,0,8,17,0,0,0.6519897596595066,1
501386,143,2025-08-28 02:21:00+00:00,11.275,31.53,64.88,0,3,12,0,0,0,0,0,0,0.3649781000068338,0
500284,20,2025-08-28 02:24:00+00:00,15.446,6.37,47.77,0,15,0,0,0,22,15,0,0,0.6488643611836842,1
500785,57,2025-08-28 02:24:00+00:00,6.73,9.07,38.91,0,15,0,1,0,23,6,0,0,0.6691255265294646,1
501286,131,2025-08-28 02:24:00+00:00,8.083,21.24,43.84,1,3,12,0,0,0,0,0,0,0.4173050970389803,0
500184,19,2025-08-28 02:27:00+00:00,19.225,3.4,68.29,0,15,0,0,1,21,7,0,0,0.6563959118450985,1
500685,55,2025-08-28 02:27:00+00:00,9.374,3.77,73.98,0,15,0,0,0,17,13,1,0,0.6922304966812357,1
501186,129,2025-08-28 02:27:00+00:00,6.925,32.09,79.3,0,3,12,0,0,0,0,0,0,0.3717299370229535,0
500084,13,2025-08-28 02:30:00+00:00,16.719,5.28,61.74,0,15,0,0,1,23,17,1,0,0.7030661740285611,1
500585,43,2025-08-28 02:30:00+00:00,8.052,4.52,28.24,0,15,0,0,0,22,8,0,0,0.6425388067503582,1
501086,98,2025-08-28 02:30:00+00:00,8.263,26.29,31.3,0,3,12,1,1,0,0,0,0,0.38959901240731326,0
500485,32,2025-08-28 02:33:00+00:00,12.77,8.57,72.24,0,15,0,0,0,23,19,0,0,0.6419897407267641,1
500986,93,2025-08-28 02:33:00+00:00,12.151,24.85,95.67,0,3,12,0,0,0,0,0,0,0.3694692952438653,0
501487,149,2025-08-28 02:33:00+00:00,5.272,27.0,53.24,0,2,13,0,0,0,0,0,0,0.3711461907496349,0
500385,21,2025-08-28 02:36:00+00:00,14.367,5.06,33.16,0,15,0,0,0,17,12,0,0,0.6517488938998928,1
500886,67,2025-08-28 02:36:00+00:00,9.395,29.18,62.97,0,3,12,0,0,0,0,0,0,0.3589787253634209,0
501387,143,2025-08-28 02:36:00+00:00,13.937,18.07,10.19,0,3,12,0,1,0,0,0,0,0.41779628453010836,0
500285,20,2025-08-28 02:39:00+00:00,17.805,7.04,41.4,0,15,0,1,0,16,13,0,0,0.6839922993455998,1
500786,57,2025-08-28 02:39:00+00:00,5.327,23.28,63.91,0,2,13,0,1,0,0,0,0,0.3740895706828805,0
501287,131,2025-08-28 02:39:00+00:00,8.822,31.98,29.89,0,3,12,0,0,0,0,0,0,0.3740382431525113,0
500185,19,2025-08-28 02:42:00+00:00,17.472,4.86,59.53,0,15,0,0,0,17,18,1,0,0.7042563927317398,1
500686,55,2025-08-28 02:42:00+00:00,5.982,25.82,35.98,0,2,13,0,0,0,0,0,0,0.37400085209226364,0
501187,129,2025-08-28 02:42:00+00:00,6.057,26.49,60.46,0,3,12,0,0,0,0,0,0,0.36174093703744137,0
500085,13,2025-08-28 02:45:00+00:00,19.016,8.68,86.52,0,15,0,0,0,12,11,1,0,0.7103015288220781,1
500586,43,2025-08-28 02:45:00+00:00,4.811,23.17,64.65,0,2,13,0,0,0,0,0,0,0.37736040633285417,0
501087,98,2025-08-28 02:45:00+00:00,8.052,21.1,112.13,0,3,12,0,0,0,0,0,0,0.3728085925126313,0
500486,32,2025-08-28 02:48:00+00:00,8.423,16.66,37.72,0,3,12,0,0,0,0,0,0,0.37611689662553793,0
500987,93,2025-08-28 02:48:00+00:00,10.497,23.58,60.32,0,3,12,0,0,0,0,0,0,0.3588505687864904,0
501488,149,2025-08-28 02:48:00+00:00,6.486,29.32,51.66,0,3,12,0,0,0,0,0,0,0.36374570956916363,0
500386,21,2025-08-28 02:51:00+00:00,9.266,22.82,46.9,0,3,12,0,0,1,0,0,0,0.4674035276470442,0
500887,67,2025-08-28 02:51:00+00:00,11.243,29.77,76.57,0,3,12,0,0,0,1,0,0,0.47776394045293874,0
501388,143,2025-08-28 02:51:00+00:00,13.676,31.27,57.73,0,2,13,0,0,0,0,0,0,0.3775781522135234,0
500286,20,2025-08-28 02:54:00+00:00,10.228,29.63,35.4,0,3,12,0,0,0,0,0,0,0.3640387250216085,0
500787,57,2025-08-28 02:54:00+00:00,4.824,24.03,61.74,0,2,13,0,0,0,0,0,0,0.3755439079752297,0
501288,131,2025-08-28 02:54:00+00:00,8.678,27.89,82.04,0,2,13,0,0,0,0,0,0,0.3689926036770569,0
500186,19,2025-08-28 02:57:00+00:00,12.991,32.6,46.69,0,2,13,0,0,0,0,0,1,0.506980001251838,0
500687,55,2025-08-28 02:57:00+00:00,6.592,31.55,45.77,0,2,13,0,0,1,0,0,0,0.4817415365222392,0
501188,129,2025-08-28 02:57:00+00:00,5.485,27.88,43.03,0,2,13,0,0,0,0,0,0,0.37389194119475144,0
500086,13,2025-08-28 03:00:00+00:00,11.77,26.94,61.23,0,2,13,0,0,0,0,0,1,0.5001021906788795,0
500587,43,2025-08-28 03:00:00+00:00,5.257,24.32,68.1,0,2,13,1,0,0,0,1,0,0.5018122488765422,0
501088,98,2025-08-28 03:00:00+00:00,8.594,30.79,44.03,0,2,13,0,0,0,0,0,0,0.3686669092522591,0
500487,32,2025-08-28 03:03:00+00:00,9.518,29.48,93.32,0,3,12,0,0,0,0,0,0,0.3649874717058004,0
500988,93,2025-08-28 03:03:00+00:00,10.324,25.48,93.21,0,3,12,0,0,0,0,0,0,0.36359413811674474,0
501489,149,2025-08-28 03:03:00+00:00,6.103,24.69,66.75,0,3,12,0,0,0,0,0,0,0.3621767627768551,0
500387,21,2025-08-28 03:06:00+00:00,8.019,31.85,16.82,0,2,13,0,0,0,0,0,0,0.3888896528768539,0
500888,67,2025-08-28 03:06:00+00:00,11.711,24.56,46.37,0,2,13,0,0,0,0,0,0,0.3666125799764008,0
501389,143,2025-08-28 03:06:00+00:00,13.237,30.58,44.31,0,3,12,0,0,0,0,0,0,0.3722110806507133,0
500287,20,2025-08-28 03:09:00+00:00,11.462,29.51,5.0,0,2,13,0,0,0,0,0,0,0.4046827202313179,0
500788,57,2025-08-28 03:09:00+00:00,5.394,31.14,42.7,0,2,13,0,0,0,0,0,0,0.37839115030584536,0
501289,131,2025-08-28 03:09:00+00:00,8.35,30.69,51.13,0,2,13,0,0,0,0,1,0,0.4727693533548201,0
500187,19,2025-08-28 03:12:00+00:00,13.782,29.25,83.18,0,2,13,0,0,0,1,0,0,0.4948861684386185,0
500688,55,2025-08-28 03:12:00+00:00,6.249,21.07,75.1,0,2,13,0,0,0,0,0,0,0.37589719563969626,0
501189,129,2025-08-28 03:12:00+00:00,6.407,29.79,65.82,0,2,13,0,0,0,0,0,0,0.3696790811918401,0
500087,13,2025-08-28 03:15:00+00:00,11.997,24.05,55.66,0,3,12,0,0,0,0,0,0,0.3605882387757746,0
500588,43,2025-08-28 03:15:00+00:00,4.39,25.43,58.97,0,2,13,0,0,0,0,0,0,0.37891403908912413,0
501089,98,2025-08-28 03:15:00+00:00,8.072,24.6,45.26,0,3,12,0,0,0,1,0,0,0.46639019143910154,0
500488,32,2025-08-28 03:18:00+00:00,8.663,25.81,48.68,0,2,13,0,0,0,0,0,0,0.3634760568880187,0
500989,93,2025-08-28 03:18:00+00:00,12.566,27.04,34.02,0,3,12,0,1,0,0,0,0,0.37033822835755636,0
501490,149,2025-08-28 03:18:00+00:00,6.039,29.39,61.8,0,2,13,0,0,0,0,15,10,0.5753026988301856,0
500388,21,2025-08-28 03:21:00+00:00,9.0,26.63,53.52,0,3,12,0,0,0,0,0,0,0.35827638831405256,0
500889,67,2025-08-28 03:21:00+00:00,11.518,29.01,77.04,0,3,12,0,0,0,0,0,0,0.36468448509366796,0
501390,143,2025-08-28 03:21:00+00:00,13.338,31.43,27.49,0,3,12,0,0,0,0,16,13,0.5817984271146582,0
500288,20,2025-08-28 03:24:00+00:00,9.801,31.5,82.77,0,2,13,0,0,0,0,0,0,0.3717645839551208,0
500789,57,2025-08-28 03:24:00+00:00,4.345,23.63,73.31,0,2,13,0,0,0,0,0,0,0.385875056993933,0
501290,131,2025-08-28 03:24:00+00:00,7.847,31.06,46.25,0,3,12,0,0,0,0,24,11,0.5742431874888576,0
500188,19,2025-08-28 03:27:00+00:00,11.066,25.13,49.96,0,3,12,0,0,0,0,0,0,0.3586895404696774,0
500689,55,2025-08-28 03:27:00+00:00,5.425,25.78,41.18,0,2,13,0,0,0,0,0,0,0.3753369965465432,0
501190,129,2025-08-28 03:27:00+00:00,5.2,28.58,68.1,0,2,13,0,0,1,0,10,7,0.6280590857156898,1
500088,13,2025-08-28 03:30:00+00:00,9.465,25.88,91.04,0,3,12,0,0,0,0,0,0,0.363798985518485,0
500589,43,2025-08-28 03:30:00+00:00,4.449,18.42,37.64,0,2,13,0,0,0,0,0,0,0.39238731103229985,0
501090,98,2025-08-28 03:30:00+00:00,7.437,20.98,48.58,0,3,12,0,0,0,0,22,5,0.579788262278504,0
500489,32,2025-08-28 03:33:00+00:00,9.119,30.54,67.73,0,3,12,0,0,0,0,0,0,0.3619416502695786,0
500990,93,2025-08-28 03:33:00+00:00,11.113,28.32,74.71,0,2,13,0,0,0,0,22,6,0.5744573997573009,0
501491,149,2025-08-28 03:33:00+00:00,6.275,19.89,41.28,0,3,12,0,1,0,0,22,9,0.584233290367426,0
500389,21,2025-08-28 03:36:00+00:00,9.413,34.72,94.41,0,3,12,0,0,0,0,0,0,0.3738826151290593,0
500890,67,2025-08-28 03:36:00+00:00,12.034,25.38,55.55,0,3,12,0,0,0,0,18,9,0.5737400895756436,0
501391,143,2025-08-28 03:36:00+00:00,13.245,24.55,36.5,1,2,13,1,1,0,0,10,14,0.6216190377275637,1
500289,20,2025-08-28 03:39:00+00:00,9.989,22.59,52.15,0,3,12,0,0,0,1,0,0,0.47225500001293036,0
500790,57,2025-08-28 03:39:00+00:00,5.364,27.98,74.02,0,2,13,0,0,0,1,15,5,0.6202317553206788,1
501291,131,2025-08-28 03:39:00+00:00,8.04,22.69,56.76,0,3,12,0,0,0,0,15,15,0.579101384715427,0
500189,19,2025-08-28 03:42:00+00:00,13.854,21.27,73.44,0,3,12,0,0,0,0,0,0,0.381918212719144,0
500690,55,2025-08-28 03:42:00+00:00,6.563,27.67,74.1,0,2,13,0,1,0,0,20,7,0.5771929369390221,0
501191,129,2025-08-28 03:42:00+00:00,6.348,26.87,49.31,0,3,12,0,0,0,0,16,7,0.5753234551209264,0
500089,13,2025-08-28 03:45:00+00:00,10.525,28.39,62.53,0,3,12,0,0,0,0,0,0,0.35895813666539833,0
500590,43,2025-08-28 03:45:00+00:00,5.261,29.2,36.74,0,3,12,0,0,0,0,24,6,0.5836600096916609,0
501091,98,2025-08-28 03:45:00+00:00,8.371,22.44,37.3,0,3,12,0,1,0,0,10,12,0.582601269346854,0
500490,32,2025-08-28 03:48:00+00:00,9.3,23.55,69.61,0,2,13,0,0,0,0,15,13,0.5777611455332026,0
500991,93,2025-08-28 03:48:00+00:00,11.75,23.46,63.16,0,3,12,0,0,0,0,22,6,0.5755699039261383,0
501492,149,2025-08-28 03:48:00+00:00,6.878,27.67,42.51,0,2,13,0,0,0,0,16,8,0.5750275810637826,0
500390,21,2025-08-28 03:51:00+00:00,9.399,28.52,80.35,0,2,13,0,0,0,0,10,14,0.5741453134357432,0
500891,67,2025-08-28 03:51:00+00:00,10.279,24.18,51.2,0,3,12,0,1,0,0,15,13,0.5712920961365205,0
501392,143,2025-08-28 03:51:00+00:00,14.901,26.9,48.25,0,2,13,0,0,0,0,12,5,0.578222081133379,0
500290,20,2025-08-28 03:54:00+00:00,10.771,31.27,79.81,0,2,13,0,0,0,0,23,11,0.5748007375737456,0
500791,57,2025-08-28 03:54:00+00:00,5.159,30.78,60.61,0,3,12,0,0,0,0,15,8,0.5826725928928805,0
501292,131,2025-08-28 03:54:00+00:00,7.653,29.76,36.55,0,3,12,0,0,0,0,16,9,0.5778642496314539,0
500190,19,2025-08-28 03:57:00+00:00,12.791,32.67,66.67,0,3,12,0,0,0,0,11,9,0.5744260861058573,0
500691,55,2025-08-28 03:57:00+00:00,5.648,23.7,72.01,0,3,12,0,0,0,0,24,10,0.5869159367329401,0
501192,129,2025-08-28 03:57:00+00:00,5.863,21.16,81.66,0,3,12,0,0,0,0,16,7,0.5848042294306061,0
500090,13,2025-08-28 04:00:00+00:00,10.658,23.31,53.82,0,3,12,0,0,0,0,15,15,0.5730332920831357,0
500591,43,2025-08-28 04:00:00+00:00,5.472,28.69,55.41,0,2,13,0,0,0,0,15,11,0.5750917084802366,0
501092,98,2025-08-28 04:00:00+00:00,8.233,28.56,70.32,0,3,12,0,0,0,1,11,9,0.6098662413414813,1
500491,32,2025-08-28 04:03:00+00:00,8.522,35.55,69.46,0,2,13,0,0,0,0,21,12,0.5775614377277404,0
500992,93,2025-08-28 04:03:00+00:00,11.388,29.71,36.67,0,2,13,0,0,0,0,17,9,0.5730160688167012,0
501493,149,2025-08-28 04:03:00+00:00,6.285,30.99,37.31,0,2,13,0,0,0,0,13,11,0.5768356311667397,0
500391,21,2025-08-28 04:06:00+00:00,9.66,28.66,71.77,0,3,12,0,0,0,0,12,5,0.5716148023252186,0
500892,67,2025-08-28 04:06:00+00:00,12.015,32.4,49.58,0,2,13,0,0,0,0,16,12,0.5709997705596683,0
501393,143,2025-08-28 04:06:00+00:00,12.734,24.89,77.83,0,3,12,0,0,0,0,20,9,0.5754113685193148,0
500291,20,2025-08-28 04:09:00+00:00,10.999,32.38,65.94,0,2,13,0,0,0,0,13,11,0.5730653323024318,0
500792,57,2025-08-28 04:09:00+00:00,5.16,21.97,53.81,0,2,13,0,1,0,1,20,6,0.6176475939732645,1
501293,131,2025-08-28 04:09:00+00:00,6.877,28.28,43.97,0,2,13,0,0,0,0,11,10,0.573587297883323,0
500191,19,2025-08-28 04:12:00+00:00,13.122,21.56,81.19,0,2,13,0,0,0,0,12,8,0.5824534436599048,0
500692,55,2025-08-28 04:12:00+00:00,6.896,32.61,45.79,0,2,13,0,0,0,0,13,5,0.5722578773337501,0
501193,129,2025-08-28 04:12:00+00:00,5.443,32.67,66.8,0,3,12,0,0,0,0,19,9,0.5825573747215178,0
500091,13,2025-08-28 04:15:00+00:00,9.932,27.43,47.2,0,2,13,0,0,0,0,17,7,0.5703894486897545,0
500592,43,2025-08-28 04:15:00+00:00,4.938,25.6,50.42,0,3,12,0,0,0,0,19,7,0.5822244915892701,0
501093,98,2025-08-28 04:15:00+00:00,7.877,30.0,52.9,0,3,12,1,0,0,0,22,12,0.5884082073155644,0
500492,32,2025-08-28 04:18:00+00:00,9.329,26.64,63.76,0,2,13,0,0,0,0,24,5,0.5717385668719999,0
500993,93,2025-08-28 04:18:00+00:00,10.296,24.56,53.67,0,3,12,0,0,0,0,15,13,0.5714853930372639,0
501494,149,2025-08-28 04:18:00+00:00,6.038,29.82,46.76,0,3,12,0,0,0,1,19,5,0.6100759379752405,1
500392,21,2025-08-28 04:21:00+00:00,8.481,24.22,64.78,0,3,12,0,0,0,0,22,13,0.5759853641080177,0
500893,67,2025-08-28 04:21:00+00:00,11.034,21.16,61.19,0,2,13,0,0,0,0,16,8,0.5793398226626283,0
501394,143,2025-08-28 04:21:00+00:00,13.206,23.77,56.77,0,2,13,0,0,0,0,16,15,0.5792701520866577,0
500292,20,2025-08-28 04:24:00+00:00,12.854,21.41,39.83,0,3,12,0,1,0,0,20,11,0.5797186113492564,0
500793,57,2025-08-28 04:24:00+00:00,5.828,31.93,61.16,0,2,13,0,0,0,0,13,8,0.5767487870172767,0
501294,131,2025-08-28 04:24:00+00:00,8.239,27.14,5.0,0,3,12,0,0,0,1,14,10,0.6281422439345646,1
500192,19,2025-08-28 04:27:00+00:00,13.616,16.52,57.2,0,2,13,0,0,0,0,11,15,0.5885118520561063,0
500693,55,2025-08-28 04:27:00+00:00,6.587,29.37,49.86,0,3,12,0,0,0,0,14,6,0.5728945872978852,0
501194,129,2025-08-28 04:27:00+00:00,6.743,24.04,53.23,0,2,13,1,0,0,0,19,11,0.5902639964287916,0
500092,13,2025-08-28 04:30:00+00:00,11.573,20.23,91.28,0,2,13,0,1,0,0,14,14,0.5853499401738459,0
500593,43,2025-08-28 04:30:00+00:00,5.667,28.58,64.04,0,2,13,0,0,0,0,11,15,0.5775895392693853,0
501094,98,2025-08-28 04:30:00+00:00,7.763,27.01,54.11,0,3,12,0,0,0,0,18,13,0.5744456791297095,0
500493,32,2025-08-28 04:33:00+00:00,9.687,28.8,112.2,0,2,13,0,0,0,0,8,15,0.5765884276242097,0
500994,93,2025-08-28 04:33:00+00:00,10.571,24.4,57.26,0,3,12,1,0,0,0,16,13,0.5865833476492053,0
501495,149,2025-08-28 04:33:00+00:00,6.918,34.84,24.35,0,2,13,0,0,0,0,16,12,0.5851266778947077,0
500393,21,2025-08-28 04:36:00+00:00,8.56,33.0,58.79,0,2,13,0,0,0,0,12,9,0.5714980753572124,0
500894,67,2025-08-28 04:36:00+00:00,9.531,25.98,64.73,0,3,12,0,0,0,0,22,9,0.5727391575259051,0
501395,143,2025-08-28 04:36:00+00:00,11.85,31.7,93.8,0,2,13,0,0,0,0,14,15,0.5759442016484259,0
500293,20,2025-08-28 04:39:00+00:00,12.153,28.2,63.19,0,3,12,0,0,0,0,18,14,0.57170967638142,0
500794,57,2025-08-28 04:39:00+00:00,4.9,24.79,43.21,0,3,12,0,0,0,0,11,10,0.5872674056001344,0
501295,131,2025-08-28 04:39:00+00:00,8.064,32.63,49.35,0,3,12,0,0,0,0,15,9,0.5742100114499504,0
500193,19,2025-08-28 04:42:00+00:00,13.285,22.95,5.0,0,3,12,0,0,0,1,11,15,0.6367752584571669,1
500694,55,2025-08-28 04:42:00+00:00,6.201,29.22,50.21,0,2,13,0,0,0,0,17,15,0.5729706671793151,0
501195,129,2025-08-28 04:42:00+00:00,6.292,27.65,71.56,0,3,12,0,0,0,0,12,10,0.5770992111990535,0
500093,13,2025-08-28 04:45:00+00:00,9.85,27.7,43.17,0,3,12,0,0,0,0,20,6,0.5712193494180786,0
500594,43,2025-08-28 04:45:00+00:00,4.371,31.51,64.75,1,2,13,0,0,0,0,10,14,0.6129130318309027,1
501095,98,2025-08-28 04:45:00+00:00,7.488,19.11,25.52,0,3,12,0,0,0,0,8,12,0.5913856427752494,0
500494,32,2025-08-28 04:48:00+00:00,9.818,30.34,94.52,0,2,13,0,0,0,0,19,6,0.5747989223733807,0
500995,93,2025-08-28 04:48:00+00:00,9.681,28.9,71.89,1,3,12,0,0,0,0,14,11,0.600927563261904,0
501496,149,2025-08-28 04:48:00+00:00,6.26,32.46,43.52,0,3,12,0,0,0,0,0,0,0.372510142465216,0
500394,21,2025-08-28 04:51:00+00:00,7.936,29.46,42.76,0,2,13,0,0,1,0,19,10,0.62414971954689,1
500895,67,2025-08-28 04:51:00+00:00,11.021,25.19,34.62,0,3,12,0,0,0,0,15,13,0.5759474999370549,0
501396,143,2025-08-28 04:51:00+00:00,13.453,25.45,58.97,0,3,12,0,0,0,0,0,0,0.3699529688286469,0
500294,20,2025-08-28 04:54:00+00:00,10.805,24.88,68.92,0,2,13,0,0,0,0,10,5,0.5760351101252519,0
500795,57,2025-08-28 04:54:00+00:00,4.894,34.02,39.34,0,3,12,0,0,0,0,16,6,0.5875039988054492,0
501296,131,2025-08-28 04:54:00+00:00,7.26,25.21,28.95,0,3,12,0,0,0,0,0,0,0.3721226595321469,0
500194,19,2025-08-28 04:57:00+00:00,13.729,28.66,49.27,0,3,12,0,0,0,0,21,10,0.5742327304925224,0
500695,55,2025-08-28 04:57:00+00:00,6.385,25.59,47.56,0,3,12,0,0,0,0,23,5,0.5767017405871242,0
501196,129,2025-08-28 04:57:00+00:00,6.052,26.96,41.23,0,3,12,0,0,0,0,0,0,0.367028412349986,0
500094,13,2025-08-28 05:00:00+00:00,10.358,25.95,58.14,0,3,12,0,0,0,0,10,11,0.573097390936515,0
500595,43,2025-08-28 05:00:00+00:00,4.576,33.29,47.92,0,3,12,0,0,0,0,10,7,0.5846814981094653,0
501096,98,2025-08-28 05:00:00+00:00,8.059,19.29,29.74,0,3,12,0,0,0,0,0,0,0.3756564796865595,0
500495,32,2025-08-28 05:03:00+00:00,10.929,18.01,18.24,0,3,12,0,0,0,0,14,8,0.5886627374057901,0
500996,93,2025-08-28 05:03:00+00:00,9.86,32.62,49.12,0,3,12,0,0,0,0,0,0,0.3637558530744732,0
501497,149,2025-08-28 05:03:00+00:00,6.262,31.18,72.93,0,2,13,0,0,0,1,0,0,0.48036977436375455,0
500395,21,2025-08-28 05:06:00+00:00,8.624,25.74,26.08,0,3,12,0,0,0,0,12,10,0.5841645096647329,0
500896,67,2025-08-28 05:06:00+00:00,12.936,27.95,44.27,0,2,13,0,0,0,0,0,0,0.37341415371776776,0
501397,143,2025-08-28 05:06:00+00:00,14.724,28.88,115.83,1,3,12,0,0,0,0,0,0,0.44218048530162224,0
500295,20,2025-08-28 05:09:00+00:00,11.62,25.14,75.87,0,2,13,0,0,0,0,14,7,0.5773367604449651,0
500796,57,2025-08-28 05:09:00+00:00,5.128,22.29,67.89,0,2,13,0,0,0,0,0,0,0.3774834656573021,0
501297,131,2025-08-28 05:09:00+00:00,7.901,27.44,46.66,0,3,12,1,0,0,0,0,0,0.3808563595523278,0
500195,19,2025-08-28 05:12:00+00:00,12.638,28.42,59.38,0,3,12,0,0,0,0,22,15,0.5720918017491471,0
500696,55,2025-08-28 05:12:00+00:00,5.697,32.25,34.58,0,2,13,0,0,0,0,0,0,0.37797929812609543,0
501197,129,2025-08-28 05:12:00+00:00,5.785,28.62,60.2,0,2,13,0,0,0,0,0,0,0.36842831752632016,0
500095,13,2025-08-28 05:15:00+00:00,9.906,33.03,46.58,0,2,13,0,0,0,0,23,5,0.570118363198172,0
500596,43,2025-08-28 05:15:00+00:00,4.976,22.95,66.88,0,3,12,0,1,0,0,0,0,0.37093080486381685,0
501097,98,2025-08-28 05:15:00+00:00,8.209,24.58,26.67,0,2,13,0,0,0,0,0,0,0.37602498004695917,0
500496,32,2025-08-28 05:18:00+00:00,8.876,24.27,53.12,0,3,12,0,0,0,0,0,0,0.3571673384181161,0
500997,93,2025-08-28 05:18:00+00:00,12.045,21.84,45.29,0,2,13,0,0,0,0,1,0,0.4810061117614775,0
501498,149,2025-08-28 05:18:00+00:00,6.009,23.31,49.74,0,3,12,0,0,0,1,0,0,0.47160460556600325,0
500396,21,2025-08-28 05:21:00+00:00,10.27,23.22,16.33,0,3,12,0,0,0,0,0,0,0.37855087390958975,0
500897,67,2025-08-28 05:21:00+00:00,12.053,20.87,67.77,0,3,12,0,0,0,0,0,0,0.3657644183904455,0
501398,143,2025-08-28 05:21:00+00:00,14.684,28.73,35.68,0,2,13,0,0,0,0,0,0,0.38529468842407893,0
500296,20,2025-08-28 05:24:00+00:00,12.011,27.28,90.56,0,3,12,0,0,0,0,0,0,0.36892924458106485,0
500797,57,2025-08-28 05:24:00+00:00,4.77,31.09,35.25,0,2,13,0,0,0,0,0,0,0.38523879046169457,0
501298,131,2025-08-28 05:24:00+00:00,7.357,19.81,55.35,0,3,12,0,0,0,0,0,0,0.3639021534933715,0
500196,19,2025-08-28 05:27:00+00:00,14.011,24.91,43.73,0,2,13,0,0,0,0,0,0,0.38019374901405434,0
500697,55,2025-08-28 05:27:00+00:00,6.977,30.2,81.25,0,3,12,0,0,0,1,0,0,0.47355049038098473,0
501198,129,2025-08-28 05:27:00+00:00,5.745,35.21,65.34,0,3,12,0,0,0,0,0,0,0.3772245667783522,0
500096,13,2025-08-28 05:30:00+00:00,11.211,25.46,102.27,0,3,12,0,0,0,0,0,0,0.369292786844322,0
500597,43,2025-08-28 05:30:00+00:00,4.526,19.59,92.95,0,2,13,0,0,0,0,0,0,0.391777286350237,0
501098,98,2025-08-28 05:30:00+00:00,8.274,25.43,27.34,0,3,12,0,0,0,0,0,0,0.3717549815709114,0
500497,32,2025-08-28 05:33:00+00:00,8.807,26.61,74.61,0,2,13,0,0,0,1,0,0,0.477334557730298,0
500998,93,2025-08-28 05:33:00+00:00,10.4,26.33,59.25,0,2,13,0,0,0,0,0,0,0.36246715445004396,0
501499,149,2025-08-28 05:33:00+00:00,6.505,16.9,52.13,0,3,12,0,0,0,0,0,0,0.37401517831296827,0
500397,21,2025-08-28 05:36:00+00:00,8.964,30.42,46.89,0,2,13,0,0,0,0,0,0,0.366359858052868,0
500898,67,2025-08-28 05:36:00+00:00,11.756,31.37,42.7,0,3,12,1,0,0,0,0,0,0.3882085164279795,0
501399,143,2025-08-28 05:36:00+00:00,11.738,32.27,47.12,0,3,12,0,0,0,0,0,0,0.36723707595806276,0
500297,20,2025-08-28 05:39:00+00:00,10.999,27.37,43.79,0,2,13,0,0,0,0,0,0,0.3670407099644971,0
500798,57,2025-08-28 05:39:00+00:00,4.628,30.38,77.08,0,3,12,0,0,0,0,0,0,0.3817241700641266,0
501299,131,2025-08-28 05:39:00+00:00,8.132,18.0,58.76,0,3,12,0,0,0,0,0,0,0.3682492804873851,0
500197,19,2025-08-28 05:42:00+00:00,13.373,28.21,13.76,0,3,12,0,0,0,0,1,0,0.496683831949661,0
500698,55,2025-08-28 05:42:00+00:00,5.985,28.65,22.58,0,2,13,0,0,0,0,0,0,0.3854651283048782,0
501199,129,2025-08-28 05:42:00+00:00,5.588,22.19,31.3,0,2,13,0,0,0,0,0,0,0.37989857606862737,0
500097,13,2025-08-28 05:45:00+00:00,11.561,25.54,56.24,0,2,13,0,0,0,0,0,0,0.36341077498417523,0
500598,43,2025-08-28 05:45:00+00:00,4.702,28.94,86.99,0,3,12,0,0,0,0,0,0,0.38055828447448126,0
501099,98,2025-08-28 05:45:00+00:00,7.714,26.15,32.57,0,3,12,0,0,0,0,1,0,0.4744947378631435,0
500498,32,2025-08-28 05:48:00+00:00,8.413,26.47,42.24,0,2,13,0,0,0,0,0,0,0.367680528592698,0
500999,93,2025-08-28 05:48:00+00:00,11.403,32.24,76.48,0,2,13,0,0,0,0,0,0,0.3714218015284107,0
